Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Weekday,Time Slot,Driver Assigned,Trip Completed?
2083,Airport,3,Trip Completed,12-07-2016 15:46,12-07-2016 16:40,15,Tuesday,Afternoon,Yes,Yes
2211,Airport,3,Trip Completed,12-07-2016 18:00,12-07-2016 18:28,18,Tuesday,Evening,Yes,Yes
3096,Airport,3,Trip Completed,13-07-2016 08:17,13-07-2016 09:22,8,Wednesday,Early Morning,Yes,Yes
3881,Airport,3,Trip Completed,13-07-2016 21:54,13-07-2016 22:51,21,Wednesday,Night,Yes,Yes
5254,City,3,Trip Completed,14-07-2016 21:23,14-07-2016 22:25,21,Thursday,Night,Yes,Yes
5434,City,3,Trip Completed,15-07-2016 02:41,15-07-2016 03:24,2,Friday,Late Night,Yes,Yes
5916,City,3,Trip Completed,15-07-2016 10:00,15-07-2016 10:53,10,Friday,Morning,Yes,Yes
669,City,4,Trip Completed,11-07-2016 13:08,11-07-2016 13:49,13,Monday,Afternoon,Yes,Yes
1567,Airport,4,Trip Completed,12-07-2016 06:21,12-07-2016 07:10,6,Tuesday,Early Morning,Yes,Yes
1826,City,4,Trip Completed,12-07-2016 09:27,12-07-2016 10:27,9,Tuesday,Morning,Yes,Yes
2102,City,4,Trip Completed,12-07-2016 16:09,12-07-2016 17:01,16,Tuesday,Afternoon,Yes,Yes
2847,Airport,4,Trip Completed,13-07-2016 05:34,13-07-2016 06:09,5,Wednesday,Early Morning,Yes,Yes
3722,Airport,4,Trip Completed,13-07-2016 19:57,13-07-2016 20:32,19,Wednesday,Evening,Yes,Yes
4075,City,4,Trip Completed,14-07-2016 02:17,14-07-2016 03:21,2,Thursday,Late Night,Yes,Yes
4686,City,4,Trip Completed,14-07-2016 13:01,14-07-2016 13:45,13,Thursday,Afternoon,Yes,Yes
5771,Airport,4,Trip Completed,15-07-2016 08:30,15-07-2016 09:37,8,Friday,Early Morning,Yes,Yes
6106,Airport,4,Trip Completed,15-07-2016 15:01,15-07-2016 15:47,15,Friday,Afternoon,Yes,Yes
312,City,5,Trip Completed,11-07-2016 07:27,11-07-2016 08:31,7,Monday,Early Morning,Yes,Yes
577,Airport,5,Trip Completed,11-07-2016 11:03,11-07-2016 12:01,11,Monday,Morning,Yes,Yes
1179,City,5,Trip Completed,11-07-2016 20:58,11-07-2016 21:45,20,Monday,Evening,Yes,Yes
1756,Airport,5,Trip Completed,12-07-2016 08:40,12-07-2016 09:23,8,Tuesday,Early Morning,Yes,Yes
2052,City,5,Trip Completed,12-07-2016 14:48,12-07-2016 15:50,14,Tuesday,Afternoon,Yes,Yes
2559,City,5,Trip Completed,12-07-2016 21:32,12-07-2016 22:29,21,Tuesday,Night,Yes,Yes
3014,City,5,Trip Completed,13-07-2016 07:28,13-07-2016 08:29,7,Wednesday,Early Morning,Yes,Yes
3317,City,5,Trip Completed,13-07-2016 12:14,13-07-2016 12:46,12,Wednesday,Afternoon,Yes,Yes
4297,City,5,Trip Completed,14-07-2016 06:43,14-07-2016 07:49,6,Thursday,Early Morning,Yes,Yes
5857,Airport,5,Trip Completed,15-07-2016 09:08,15-07-2016 10:07,9,Friday,Morning,Yes,Yes
6690,Airport,5,Trip Completed,15-07-2016 22:41,15-07-2016 23:51,22,Friday,Night,Yes,Yes
1517,Airport,6,Trip Completed,12-07-2016 05:45,12-07-2016 06:28,5,Tuesday,Early Morning,Yes,Yes
1999,Airport,6,Trip Completed,12-07-2016 13:02,12-07-2016 13:51,13,Tuesday,Afternoon,Yes,Yes
2960,Airport,6,Trip Completed,13-07-2016 06:50,13-07-2016 07:40,6,Wednesday,Early Morning,Yes,Yes
3882,City,6,Trip Completed,13-07-2016 21:53,13-07-2016 22:45,21,Wednesday,Night,Yes,Yes
4081,Airport,6,Trip Completed,14-07-2016 02:37,14-07-2016 03:30,2,Thursday,Late Night,Yes,Yes
4740,City,6,Trip Completed,14-07-2016 14:50,14-07-2016 15:38,14,Thursday,Afternoon,Yes,Yes
5270,City,6,Trip Completed,14-07-2016 21:33,14-07-2016 22:25,21,Thursday,Night,Yes,Yes
6758,Airport,6,Trip Completed,15-07-2016 00:03,15-07-2016 01:07,0,Friday,Late Night,Yes,Yes
5741,City,6,Trip Completed,15-07-2016 07:52,15-07-2016 08:38,7,Friday,Early Morning,Yes,Yes
6087,Airport,6,Trip Completed,15-07-2016 14:28,15-07-2016 15:33,14,Friday,Afternoon,Yes,Yes
1039,City,7,Trip Completed,11-07-2016 19:31,11-07-2016 20:41,19,Monday,Evening,Yes,Yes
1273,Airport,7,Trip Completed,11-07-2016 22:07,11-07-2016 23:12,22,Monday,Night,Yes,Yes
2480,City,7,Trip Completed,12-07-2016 20:39,12-07-2016 21:28,20,Tuesday,Evening,Yes,Yes
4105,City,7,Trip Completed,14-07-2016 03:39,14-07-2016 04:39,3,Thursday,Late Night,Yes,Yes
4509,City,7,Trip Completed,14-07-2016 09:11,14-07-2016 10:17,9,Thursday,Morning,Yes,Yes
4986,Airport,7,Trip Completed,14-07-2016 18:52,14-07-2016 19:50,18,Thursday,Evening,Yes,Yes
5898,City,7,Trip Completed,15-07-2016 09:50,15-07-2016 10:40,9,Friday,Morning,Yes,Yes
6142,Airport,7,Trip Completed,15-07-2016 15:50,15-07-2016 16:36,15,Friday,Afternoon,Yes,Yes
380,Airport,8,Trip Completed,11-07-2016 08:18,11-07-2016 09:18,8,Monday,Early Morning,Yes,Yes
1050,Airport,8,Trip Completed,11-07-2016 19:39,11-07-2016 20:30,19,Monday,Evening,Yes,Yes
1769,City,8,Trip Completed,12-07-2016 08:57,12-07-2016 09:24,8,Tuesday,Early Morning,Yes,Yes
2520,City,8,Trip Completed,12-07-2016 21:05,12-07-2016 22:20,21,Tuesday,Night,Yes,Yes
3265,Airport,8,Trip Completed,13-07-2016 10:22,13-07-2016 11:07,10,Wednesday,Morning,Yes,Yes
4648,City,8,Trip Completed,14-07-2016 11:55,14-07-2016 12:59,11,Thursday,Morning,Yes,Yes
449,Airport,9,Trip Completed,11-07-2016 09:08,11-07-2016 09:52,9,Monday,Morning,Yes,Yes
846,Airport,9,Trip Completed,11-07-2016 17:46,11-07-2016 18:52,17,Monday,Evening,Yes,Yes
1346,Airport,9,Trip Completed,11-07-2016 23:39,12-07-2016 00:23,23,Monday,Night,Yes,Yes
1474,Airport,9,Trip Completed,12-07-2016 05:13,12-07-2016 05:56,5,Tuesday,Early Morning,Yes,Yes
2240,City,9,Trip Completed,12-07-2016 18:20,12-07-2016 18:54,18,Tuesday,Evening,Yes,Yes
3072,Airport,9,Trip Completed,13-07-2016 08:04,13-07-2016 08:36,8,Wednesday,Early Morning,Yes,Yes
3459,Airport,9,Trip Completed,13-07-2016 17:03,13-07-2016 17:31,17,Wednesday,Evening,Yes,Yes
3774,Airport,9,Trip Completed,13-07-2016 20:41,13-07-2016 21:27,20,Wednesday,Evening,Yes,Yes
4023,City,9,Trip Completed,13-07-2016 23:58,14-07-2016 00:58,23,Wednesday,Night,Yes,Yes
4117,City,9,Trip Completed,14-07-2016 04:21,14-07-2016 05:07,4,Thursday,Late Night,Yes,Yes
4880,Airport,9,Trip Completed,14-07-2016 17:58,14-07-2016 19:02,17,Thursday,Evening,Yes,Yes
5568,Airport,9,Trip Completed,15-07-2016 05:47,15-07-2016 06:25,5,Friday,Early Morning,Yes,Yes
5994,Airport,9,Trip Completed,15-07-2016 11:51,15-07-2016 12:32,11,Friday,Morning,Yes,Yes
1809,Airport,10,Trip Completed,12-07-2016 09:13,12-07-2016 10:01,9,Tuesday,Morning,Yes,Yes
2064,Airport,10,Trip Completed,12-07-2016 15:08,12-07-2016 16:14,15,Tuesday,Afternoon,Yes,Yes
3210,City,10,Trip Completed,13-07-2016 09:47,13-07-2016 10:52,9,Wednesday,Morning,Yes,Yes
4350,City,10,Trip Completed,14-07-2016 07:24,14-07-2016 08:22,7,Thursday,Early Morning,Yes,Yes
4713,City,10,Trip Completed,14-07-2016 13:31,14-07-2016 14:10,13,Thursday,Afternoon,Yes,Yes
5629,Airport,10,Trip Completed,15-07-2016 06:33,15-07-2016 07:19,6,Friday,Early Morning,Yes,Yes
6157,Airport,10,Trip Completed,15-07-2016 16:32,15-07-2016 17:44,16,Friday,Afternoon,Yes,Yes
2030,City,11,Trip Completed,12-07-2016 14:11,12-07-2016 15:02,14,Tuesday,Afternoon,Yes,Yes
3226,City,11,Trip Completed,13-07-2016 10:00,13-07-2016 11:02,10,Wednesday,Morning,Yes,Yes
3353,City,11,Trip Completed,13-07-2016 13:29,13-07-2016 14:09,13,Wednesday,Afternoon,Yes,Yes
4293,City,11,Trip Completed,14-07-2016 06:42,14-07-2016 07:12,6,Thursday,Early Morning,Yes,Yes
4936,City,11,Trip Completed,14-07-2016 18:22,14-07-2016 19:14,18,Thursday,Evening,Yes,Yes
5661,Airport,11,Trip Completed,15-07-2016 07:08,15-07-2016 07:59,7,Friday,Early Morning,Yes,Yes
5778,City,11,Trip Completed,15-07-2016 08:22,15-07-2016 09:13,8,Friday,Early Morning,Yes,Yes
6425,Airport,11,Trip Completed,15-07-2016 19:46,15-07-2016 20:26,19,Friday,Evening,Yes,Yes
45,Airport,12,Trip Completed,11-07-2016 03:17,11-07-2016 04:09,3,Monday,Late Night,Yes,Yes
264,City,12,Trip Completed,11-07-2016 06:51,11-07-2016 07:40,6,Monday,Early Morning,Yes,Yes
1183,City,12,Trip Completed,11-07-2016 21:05,11-07-2016 21:38,21,Monday,Night,Yes,Yes
1536,Airport,12,Trip Completed,12-07-2016 05:59,12-07-2016 06:59,5,Tuesday,Early Morning,Yes,Yes
2437,City,12,Trip Completed,12-07-2016 20:18,12-07-2016 21:26,20,Tuesday,Evening,Yes,Yes
2641,Airport,12,Trip Completed,12-07-2016 22:28,12-07-2016 23:05,22,Tuesday,Night,Yes,Yes
4077,Airport,12,Trip Completed,14-07-2016 02:14,14-07-2016 03:13,2,Thursday,Late Night,Yes,Yes
4610,City,12,Trip Completed,14-07-2016 10:35,14-07-2016 11:39,10,Thursday,Morning,Yes,Yes
5066,Airport,12,Trip Completed,14-07-2016 19:31,14-07-2016 20:14,19,Thursday,Evening,Yes,Yes
5666,Airport,12,Trip Completed,15-07-2016 07:04,15-07-2016 08:12,7,Friday,Early Morning,Yes,Yes
5923,City,12,Trip Completed,15-07-2016 10:07,15-07-2016 10:50,10,Friday,Morning,Yes,Yes
6367,City,12,Trip Completed,15-07-2016 19:04,15-07-2016 19:46,19,Friday,Evening,Yes,Yes
155,City,13,Trip Completed,11-07-2016 05:32,11-07-2016 06:28,5,Monday,Early Morning,Yes,Yes
310,Airport,13,Trip Completed,11-07-2016 07:24,11-07-2016 08:28,7,Monday,Early Morning,Yes,Yes
607,City,13,Trip Completed,11-07-2016 11:51,11-07-2016 12:42,11,Monday,Morning,Yes,Yes
1012,City,13,Trip Completed,11-07-2016 19:15,11-07-2016 19:57,19,Monday,Evening,Yes,Yes
1696,Airport,13,Trip Completed,12-07-2016 08:01,12-07-2016 08:42,8,Tuesday,Early Morning,Yes,Yes
3076,City,13,Trip Completed,13-07-2016 08:09,13-07-2016 09:12,8,Wednesday,Early Morning,Yes,Yes
4198,Airport,13,Trip Completed,14-07-2016 05:32,14-07-2016 06:45,5,Thursday,Early Morning,Yes,Yes
4627,City,13,Trip Completed,14-07-2016 11:13,14-07-2016 12:00,11,Thursday,Morning,Yes,Yes
5289,City,13,Trip Completed,14-07-2016 21:43,14-07-2016 22:24,21,Thursday,Night,Yes,Yes
5495,Airport,13,Trip Completed,15-07-2016 05:00,15-07-2016 06:02,5,Friday,Early Morning,Yes,Yes
6656,Airport,13,Trip Completed,15-07-2016 22:08,15-07-2016 22:41,22,Friday,Night,Yes,Yes
139,Airport,14,Trip Completed,11-07-2016 05:21,11-07-2016 06:09,5,Monday,Early Morning,Yes,Yes
215,City,14,Trip Completed,11-07-2016 06:15,11-07-2016 07:07,6,Monday,Early Morning,Yes,Yes
1816,City,14,Trip Completed,12-07-2016 09:24,12-07-2016 10:07,9,Tuesday,Morning,Yes,Yes
2505,Airport,14,Trip Completed,12-07-2016 21:03,12-07-2016 22:14,21,Tuesday,Night,Yes,Yes
3346,City,14,Trip Completed,13-07-2016 13:01,13-07-2016 13:55,13,Wednesday,Afternoon,Yes,Yes
5294,City,14,Trip Completed,14-07-2016 21:45,14-07-2016 22:16,21,Thursday,Night,Yes,Yes
6226,Airport,14,Trip Completed,15-07-2016 17:34,15-07-2016 18:33,17,Friday,Evening,Yes,Yes
6733,Airport,14,Trip Completed,15-07-2016 23:32,16-07-2016 00:37,23,Friday,Night,Yes,Yes
1027,Airport,15,Trip Completed,11-07-2016 19:18,11-07-2016 20:24,19,Monday,Evening,Yes,Yes
2675,Airport,15,Trip Completed,12-07-2016 23:43,13-07-2016 00:35,23,Tuesday,Night,Yes,Yes
3200,City,15,Trip Completed,13-07-2016 09:39,13-07-2016 10:30,9,Wednesday,Morning,Yes,Yes
3865,City,15,Trip Completed,13-07-2016 21:52,13-07-2016 22:21,21,Wednesday,Night,Yes,Yes
4468,City,15,Trip Completed,14-07-2016 08:42,14-07-2016 09:22,8,Thursday,Early Morning,Yes,Yes
5163,Airport,15,Trip Completed,14-07-2016 20:34,14-07-2016 21:05,20,Thursday,Evening,Yes,Yes
6009,City,15,Trip Completed,15-07-2016 12:22,15-07-2016 13:25,12,Friday,Afternoon,Yes,Yes
6448,Airport,15,Trip Completed,15-07-2016 20:02,15-07-2016 20:40,20,Friday,Evening,Yes,Yes
591,City,16,Trip Completed,11-07-2016 11:25,11-07-2016 12:31,11,Monday,Morning,Yes,Yes
709,City,16,Trip Completed,11-07-2016 14:16,11-07-2016 15:03,14,Monday,Afternoon,Yes,Yes
1167,Airport,16,Trip Completed,11-07-2016 20:50,11-07-2016 21:52,20,Monday,Evening,Yes,Yes
2661,Airport,16,Trip Completed,12-07-2016 23:23,13-07-2016 00:27,23,Tuesday,Night,Yes,Yes
2808,City,16,Trip Completed,13-07-2016 05:05,13-07-2016 05:56,5,Wednesday,Early Morning,Yes,Yes
3258,Airport,16,Trip Completed,13-07-2016 10:12,13-07-2016 10:45,10,Wednesday,Morning,Yes,Yes
3413,Airport,16,Trip Completed,13-07-2016 15:32,13-07-2016 16:45,15,Wednesday,Afternoon,Yes,Yes
3939,Airport,16,Trip Completed,13-07-2016 22:26,13-07-2016 22:55,22,Wednesday,Night,Yes,Yes
4125,City,16,Trip Completed,14-07-2016 04:37,14-07-2016 05:46,4,Thursday,Late Night,Yes,Yes
4457,City,16,Trip Completed,14-07-2016 08:36,14-07-2016 09:19,8,Thursday,Early Morning,Yes,Yes
4728,City,16,Trip Completed,14-07-2016 14:04,14-07-2016 15:06,14,Thursday,Afternoon,Yes,Yes
5347,Airport,16,Trip Completed,14-07-2016 22:51,14-07-2016 23:53,22,Thursday,Night,Yes,Yes
6147,City,16,Trip Completed,15-07-2016 16:11,15-07-2016 17:30,16,Friday,Afternoon,Yes,Yes
6496,Airport,16,Trip Completed,15-07-2016 20:33,15-07-2016 21:32,20,Friday,Evening,Yes,Yes
634,City,17,Trip Completed,11-07-2016 12:25,11-07-2016 13:06,12,Monday,Afternoon,Yes,Yes
939,Airport,17,Trip Completed,11-07-2016 18:25,11-07-2016 19:26,18,Monday,Evening,Yes,Yes
2628,Airport,17,Trip Completed,12-07-2016 22:10,12-07-2016 23:25,22,Tuesday,Night,Yes,Yes
3021,City,17,Trip Completed,13-07-2016 07:33,13-07-2016 08:26,7,Wednesday,Early Morning,Yes,Yes
4743,City,17,Trip Completed,14-07-2016 14:54,14-07-2016 15:39,14,Thursday,Afternoon,Yes,Yes
4981,City,17,Trip Completed,14-07-2016 18:47,14-07-2016 19:43,18,Thursday,Evening,Yes,Yes
5367,Airport,17,Trip Completed,14-07-2016 23:35,15-07-2016 00:25,23,Thursday,Night,Yes,Yes
5471,Airport,17,Trip Completed,15-07-2016 04:48,15-07-2016 05:47,4,Friday,Late Night,Yes,Yes
5988,Airport,17,Trip Completed,15-07-2016 11:48,15-07-2016 12:55,11,Friday,Morning,Yes,Yes
6477,Airport,17,Trip Completed,15-07-2016 20:21,15-07-2016 21:00,20,Friday,Evening,Yes,Yes
499,City,18,Trip Completed,11-07-2016 09:39,11-07-2016 10:16,9,Monday,Morning,Yes,Yes
1147,Airport,18,Trip Completed,11-07-2016 20:42,11-07-2016 21:18,20,Monday,Evening,Yes,Yes
1410,Airport,18,Trip Completed,12-07-2016 03:14,12-07-2016 04:27,3,Tuesday,Late Night,Yes,Yes
1804,Airport,18,Trip Completed,12-07-2016 09:12,12-07-2016 09:57,9,Tuesday,Morning,Yes,Yes
1949,Airport,18,Trip Completed,12-07-2016 11:32,12-07-2016 12:13,11,Tuesday,Morning,Yes,Yes
2713,City,18,Trip Completed,13-07-2016 01:46,13-07-2016 02:37,1,Wednesday,Late Night,Yes,Yes
2845,City,18,Trip Completed,13-07-2016 05:28,13-07-2016 06:10,5,Wednesday,Early Morning,Yes,Yes
3943,Airport,18,Trip Completed,13-07-2016 22:35,13-07-2016 23:33,22,Wednesday,Night,Yes,Yes
4792,City,18,Trip Completed,14-07-2016 16:47,14-07-2016 17:34,16,Thursday,Afternoon,Yes,Yes
5207,Airport,18,Trip Completed,14-07-2016 20:57,14-07-2016 21:56,20,Thursday,Evening,Yes,Yes
5890,City,18,Trip Completed,15-07-2016 09:43,15-07-2016 10:55,9,Friday,Morning,Yes,Yes
494,City,19,Trip Completed,11-07-2016 09:36,11-07-2016 10:02,9,Monday,Morning,Yes,Yes
1485,City,19,Trip Completed,12-07-2016 05:21,12-07-2016 06:35,5,Tuesday,Early Morning,Yes,Yes
2042,City,19,Trip Completed,12-07-2016 14:30,12-07-2016 15:09,14,Tuesday,Afternoon,Yes,Yes
2561,Airport,19,Trip Completed,12-07-2016 21:29,12-07-2016 22:44,21,Tuesday,Night,Yes,Yes
3813,Airport,19,Trip Completed,13-07-2016 21:06,13-07-2016 21:46,21,Wednesday,Night,Yes,Yes
4260,Airport,19,Trip Completed,14-07-2016 06:11,14-07-2016 06:59,6,Thursday,Early Morning,Yes,Yes
4395,City,19,Trip Completed,14-07-2016 08:00,14-07-2016 08:54,8,Thursday,Early Morning,Yes,Yes
5919,City,19,Trip Completed,15-07-2016 10:03,15-07-2016 10:59,10,Friday,Morning,Yes,Yes
6002,Airport,19,Trip Completed,15-07-2016 12:04,15-07-2016 12:53,12,Friday,Afternoon,Yes,Yes
468,City,20,Trip Completed,11-07-2016 09:20,11-07-2016 10:05,9,Monday,Morning,Yes,Yes
693,Airport,20,Trip Completed,11-07-2016 13:51,11-07-2016 15:01,13,Monday,Afternoon,Yes,Yes
1178,City,20,Trip Completed,11-07-2016 21:05,11-07-2016 22:06,21,Monday,Night,Yes,Yes
2103,City,20,Trip Completed,12-07-2016 16:08,12-07-2016 17:18,16,Tuesday,Afternoon,Yes,Yes
2292,Airport,20,Trip Completed,12-07-2016 18:46,12-07-2016 19:23,18,Tuesday,Evening,Yes,Yes
3339,City,20,Trip Completed,13-07-2016 12:40,13-07-2016 13:30,12,Wednesday,Afternoon,Yes,Yes
3694,City,20,Trip Completed,13-07-2016 19:33,13-07-2016 20:35,19,Wednesday,Evening,Yes,Yes
4469,City,20,Trip Completed,14-07-2016 08:45,14-07-2016 09:48,8,Thursday,Early Morning,Yes,Yes
6432,City,20,Trip Completed,15-07-2016 19:50,15-07-2016 20:30,19,Friday,Evening,Yes,Yes
1895,City,21,Trip Completed,12-07-2016 10:20,12-07-2016 10:52,10,Tuesday,Morning,Yes,Yes
1981,Airport,21,Trip Completed,12-07-2016 12:23,12-07-2016 12:56,12,Tuesday,Afternoon,Yes,Yes
3744,Airport,21,Trip Completed,13-07-2016 20:28,13-07-2016 21:22,20,Wednesday,Evening,Yes,Yes
4433,Airport,21,Trip Completed,14-07-2016 08:26,14-07-2016 09:12,8,Thursday,Early Morning,Yes,Yes
6039,Airport,21,Trip Completed,15-07-2016 13:11,15-07-2016 13:38,13,Friday,Afternoon,Yes,Yes
6543,City,21,Trip Completed,15-07-2016 20:54,15-07-2016 22:12,20,Friday,Evening,Yes,Yes
110,City,22,Trip Completed,11-07-2016 05:05,11-07-2016 06:06,5,Monday,Early Morning,Yes,Yes
362,City,22,Trip Completed,11-07-2016 08:01,11-07-2016 09:18,8,Monday,Early Morning,Yes,Yes
666,Airport,22,Trip Completed,11-07-2016 13:02,11-07-2016 13:45,13,Monday,Afternoon,Yes,Yes
926,City,22,Trip Completed,11-07-2016 18:28,11-07-2016 19:34,18,Monday,Evening,Yes,Yes
1180,Airport,22,Trip Completed,11-07-2016 21:01,11-07-2016 22:14,21,Monday,Night,Yes,Yes
1900,City,22,Trip Completed,12-07-2016 10:32,12-07-2016 11:42,10,Tuesday,Morning,Yes,Yes
2506,City,22,Trip Completed,12-07-2016 21:01,12-07-2016 21:38,21,Tuesday,Night,Yes,Yes
3064,City,22,Trip Completed,13-07-2016 08:02,13-07-2016 08:58,8,Wednesday,Early Morning,Yes,Yes
3327,Airport,22,Trip Completed,13-07-2016 12:24,13-07-2016 13:23,12,Wednesday,Afternoon,Yes,Yes
3601,City,22,Trip Completed,13-07-2016 18:39,13-07-2016 19:29,18,Wednesday,Evening,Yes,Yes
4768,Airport,22,Trip Completed,14-07-2016 15:39,14-07-2016 16:49,15,Thursday,Afternoon,Yes,Yes
5142,City,22,Trip Completed,14-07-2016 20:17,14-07-2016 20:48,20,Thursday,Evening,Yes,Yes
5366,Airport,22,Trip Completed,14-07-2016 23:27,15-07-2016 00:19,23,Thursday,Night,Yes,Yes
5575,City,22,Trip Completed,15-07-2016 05:53,15-07-2016 06:50,5,Friday,Early Morning,Yes,Yes
5902,City,22,Trip Completed,15-07-2016 09:52,15-07-2016 10:37,9,Friday,Morning,Yes,Yes
6694,Airport,22,Trip Completed,15-07-2016 22:45,15-07-2016 23:17,22,Friday,Night,Yes,Yes
523,Airport,23,Trip Completed,11-07-2016 09:48,11-07-2016 10:37,9,Monday,Morning,Yes,Yes
747,City,23,Trip Completed,11-07-2016 15:53,11-07-2016 16:43,15,Monday,Afternoon,Yes,Yes
1371,Airport,23,Trip Completed,12-07-2016 00:22,12-07-2016 01:33,0,Tuesday,Late Night,Yes,Yes
1553,City,23,Trip Completed,12-07-2016 06:09,12-07-2016 07:09,6,Tuesday,Early Morning,Yes,Yes
1692,Airport,23,Trip Completed,12-07-2016 07:52,12-07-2016 09:01,7,Tuesday,Early Morning,Yes,Yes
2114,City,23,Trip Completed,12-07-2016 16:36,12-07-2016 17:21,16,Tuesday,Afternoon,Yes,Yes
2742,City,23,Trip Completed,13-07-2016 03:07,13-07-2016 03:51,3,Wednesday,Late Night,Yes,Yes
4273,City,23,Trip Completed,14-07-2016 06:17,14-07-2016 07:02,6,Thursday,Early Morning,Yes,Yes
4668,City,23,Trip Completed,14-07-2016 12:25,14-07-2016 13:34,12,Thursday,Afternoon,Yes,Yes
5425,City,23,Trip Completed,15-07-2016 02:23,15-07-2016 03:08,2,Friday,Late Night,Yes,Yes
5488,City,23,Trip Completed,15-07-2016 04:53,15-07-2016 06:00,4,Friday,Late Night,Yes,Yes
5781,City,23,Trip Completed,15-07-2016 08:35,15-07-2016 09:42,8,Friday,Early Morning,Yes,Yes
5966,Airport,23,Trip Completed,15-07-2016 10:54,15-07-2016 11:58,10,Friday,Morning,Yes,Yes
6122,City,23,Trip Completed,15-07-2016 15:26,15-07-2016 16:29,15,Friday,Afternoon,Yes,Yes
357,Airport,24,Trip Completed,11-07-2016 08:00,11-07-2016 09:08,8,Monday,Early Morning,Yes,Yes
1068,City,24,Trip Completed,11-07-2016 19:52,11-07-2016 20:48,19,Monday,Evening,Yes,Yes
2689,Airport,24,Trip Completed,13-07-2016 00:34,13-07-2016 01:49,0,Wednesday,Late Night,Yes,Yes
2791,City,24,Trip Completed,13-07-2016 04:56,13-07-2016 05:33,4,Wednesday,Late Night,Yes,Yes
3321,City,24,Trip Completed,13-07-2016 12:23,13-07-2016 13:25,12,Wednesday,Afternoon,Yes,Yes
3423,Airport,24,Trip Completed,13-07-2016 15:52,13-07-2016 16:50,15,Wednesday,Afternoon,Yes,Yes
3761,Airport,24,Trip Completed,13-07-2016 20:35,13-07-2016 21:39,20,Wednesday,Evening,Yes,Yes
4140,City,24,Trip Completed,14-07-2016 04:48,14-07-2016 06:05,4,Thursday,Late Night,Yes,Yes
4656,City,24,Trip Completed,14-07-2016 12:06,14-07-2016 12:49,12,Thursday,Afternoon,Yes,Yes
4931,Airport,24,Trip Completed,14-07-2016 18:21,14-07-2016 18:54,18,Thursday,Evening,Yes,Yes
5268,City,24,Trip Completed,14-07-2016 21:29,14-07-2016 22:30,21,Thursday,Night,Yes,Yes
5811,City,24,Trip Completed,15-07-2016 08:46,15-07-2016 09:26,8,Friday,Early Morning,Yes,Yes
6139,Airport,24,Trip Completed,15-07-2016 15:45,15-07-2016 16:40,15,Friday,Afternoon,Yes,Yes
6333,Airport,24,Trip Completed,15-07-2016 18:41,15-07-2016 19:53,18,Friday,Evening,Yes,Yes
773,City,25,Trip Completed,11-07-2016 16:23,11-07-2016 17:21,16,Monday,Afternoon,Yes,Yes
